playcount,name,tags,similar_artists
16,Swing Out Sister,"pop, 80s, female vocalists, Smooth Jazz, jazz","Basia, Matt Bianco, Incognito, The Style Council, Level 42, Johnny Hates Jazz, Lisa Stansfield, Shakatak, Prefab Sprout, Al Jarreau"
16,Syd Barrett,"psychedelic, Psychedelic Rock, singer-songwriter, classic rock, rock","Pink Floyd, Love, The Velvet Underground, 13th Floor Elevators, Jefferson Airplane, The Doors, Kaleidoscope, Soft Machine, The Pretty Things, Kevin Ayers"
16,The Clash,"punk, punk rock, british, rock, classic rock","Sex Pistols, Joe Strummer and the Mescaleros, Buzzcocks, Joe Strummer, The Jam, Ramones, Stiff Little Fingers, The Damned, Big Audio Dynamite, Rancid"
15,Charlie Hilton,"indie pop, dream pop, indie, alternative, psychedelic","Soft Powers, Jackson Scott, Soda Shop, Dog Bite, Nic Hessler, Dada Plan, Globelamp, Britta Phillips, Tangerine, Redspencer"
15,Cranes,"shoegaze, dream pop, ethereal, female vocalists, indie","Lush, Cocteau Twins, Pale Saints, Curve, Love Spirals Downwards, Chapterhouse, This Mortal Coil, Tamaryn, Slowdive, Miranda Sex Garden"
15,Deodato,"jazz, funk, Fusion, latin, brazilian","Eumir Deodato, Azymuth, Bobbi Humphrey, The Blackbyrds, Donald Byrd, George Duke, Lonnie Liston Smith & The Cosmic Echoes, Roy Ayers, Marcos Valle, Mongo Santamaria"
15,Guinga,"mpb, jazz, brazilian, brasil, latin","Raphael Rabello, Paulo Moura, Francis Hime, Jacob Do Bandolim, Renato Braz, Marcus Tardelli, Ná Ozzetti, Zé Renato, Altamiro Carrilho, Raphael Rabello & Dino 7 Cordas"
15,João Gilberto,"Bossa Nova, brazilian, jazz, mpb, brasil","Antônio Carlos Jobim, Nara Leão, João Donato, Stan Getz, Baden Powell, Stan Getz & João Gilberto, Chico Buarque, Toquinho, Edu Lobo, Gilberto Gil"
15,Mika,"pop, british, britpop, electronic, alternative","Scissor Sisters, Take That, Robbie Williams, Adam Lambert, Will Young, James Blunt, Keane, Lily Allen, Shakira, Olly Murs"
15,Queen,"classic rock, rock, 80s, hard rock, glam rock","Freddie Mercury, Freddie Mercury & Montserrat Caballé, Roger Taylor, Queen + Paul Rodgers, Brian May, Queen & David Bowie, Led Zeppelin, Smile, Elton John, The Beatles"
15,Rilo Kiley,"indie, female vocalists, indie rock, indie pop, seen live","Jenny Lewis, Jenny Lewis with The Watson Twins, Jenny and Johnny, Tilly and the Wall, The Elected, Mates of State, Eisley, Stars, Bright Eyes, Margot & the Nuclear So and So's"
15,Tom Zé,"tropicalia, mpb, brazilian, experimental, brasil","JARDS MACALÉ, Gilberto Gil, Caetano Veloso, Novos Baianos, Sérgio Sampaio, Itamar Assumpção, Jorge Ben, Os Mutantes, Di Melo, Luiz Melodia"
15,Young Marble Giants,"post-punk, new wave, indie, 80s, indie pop","Josef K, The Raincoats, Delta 5, Television Personalities, The Feelies, Au Pairs, Swell Maps, Orange Juice, Magazine, The Monochrome Set"
14,Animal Collective,"experimental, indie, freak folk, seen live, indie rock","Panda Bear, Avey Tare, Deakin, Avey Tare's Slasher Flicks, Avey Tare and Panda Bear, Avey Tare & Kría Brekkan, The Microphones, Deerhunter, of Montreal, Black Dice"
14,Charlie Haden - Egberto Gismonti,,"Egberto Gismonti Trio, Charlie Haden,  Jan Garbarek & Egberto Gismonti, Hamilton De Holanda & André Mehmari, Egberto Gismonti Group, Selva Amazônica, Quarteto Novo-Radames Gnattali, Guinga, Hamilton de Holanda Quinteto, Raphael Rabello, Yamandu Costa"
14,Eumir Deodato,"jazz, Bossa Nova, brazilian, latin, lounge","Billy Cobham, Deodato, Antônio Carlos Jobim, Flora Purim, João Donato, Airto Moreira, Azymuth, Carlos Lyra, Sérgio Mendes, Marcos Valle"
14,Hermeto Pascoal,"jazz, experimental, brazilian, Fusion, brasil","Egberto Gismonti, Quarteto Novo, Toninho Horta, Moacir Santos, Airto Moreira, Arrigo Barnabé, Milton Nascimento, Edu Lobo, Tom Zé, João Donato"
14,João Bosco,"mpb, samba, brasil, Bossa Nova, brazilian","Paulinho Da Viola, Luiz Melodia, Gilberto Gil, Djavan, Gonzaguinha, Ivan Lins, Nana Caymmi, Beto Guedes, Milton Nascimento, Dorival Caymmi"
14,Kanye West,"Hip-Hop, rap, hip hop, rnb, Kanye West","Jay-Z & Kanye West, Kendrick Lamar, Travi$ Scott, Kid Cudi, Pusha T, Tyler, the Creator, A$AP Rocky, Earl Sweatshirt, Drake, The Throne"
14,Lisa Ekdahl,"jazz, swedish, female vocalists, singer-songwriter, pop","Melody Gardot, Kat Edmonson, Stacey Kent, Silje Nergaard, Molly Johnson, Katie Melua, Madeleine Peyroux, Rebekka Bakken, Nikki Yanofsky, Jane Monheit"
14,Lobão,"rock, mpb, brazilian rock, brasil, brazilian","Lobão E Os Ronaldos, Ira!, Os Paralamas Do Sucesso, Barão Vermelho, Titãs, Ultraje A Rigor, Capital Inicial, Engenheiros Do Hawaii, Biquini Cavadão, Lulu Santos"
14,Lootpack,"Hip-Hop, underground hip-hop, Stones throw, hip hop, rap","Quasimoto, Madlib, Jaylib, Percee P, KMD, Oh No, Peanut Butter Wolf, MED, Slum Village, MF Grimm"
14,Meu Amigo Tigre,"seen live, amigao","Ravi Leal, Kalouv, Jonathan Tadeu, Ellefante, XOO, Bruna Mendez, MDNGHT MDNGHT, edusto da ribeira, Thabata Lorena, Disco Alto"
14,Michael Kiwanuka,"soul, blues, singer-songwriter, seen live, jazz","Raphael Saadiq, Son Little, Patrick Watson, Benjamin Clementine, Leon Bridges, Villagers, Curtis Harding, Marika Hackman, Charles Bradley, Jacob Banks"
14,Nana Caymmi,"mpb, Bossa Nova, female vocalists, brazilian, brasil","Mônica Salmaso, Dori Caymmi, Zizi Possi, Maria Bethânia, Leila Pinheiro, Rosa Passos, Gal Costa, Simone, Miúcha, Elizeth Cardoso"
14,Nico,"folk, female vocalists, experimental, singer-songwriter, alternative","The Velvet Underground, John Cale, Tim Buckley, Robert Wyatt, Sibylle Baier, Vashti Bunyan, Joni Mitchell, Patti Smith, Marianne Faithfull, Scott Walker"
14,Sivuca,"brazilian, instrumental, folk, jazz, brasil","Dominguinhos, Hermeto Pascoal, Egberto Gismonti, Milton Nascimento, Som Imaginário, João Bosco, João Donato, Moacir Santos, Paulinho Da Viola, Joyce"
14,Squarepusher,"idm, electronic, experimental, electronica, Drum n Bass","µ-Ziq, Autechre, AFX, Aphex Twin, Venetian Snares, Polygon Window, Plaid, Luke Vibert, The Tuss, Clark"
14,The Slackers,"ska, seen live, reggae, rocksteady, traditional ska","The Aggrolites, Hepcat, Westbound Train, The Pietasters, The Toasters, Mad Caddies, Big D And The Kids Table, Laurel Aitken, The Mighty Mighty Bosstones, The Planet Smashers"
14,TOKiMONSTA,"electronic, instrumental hip-hop, Hip-Hop, hip hop, japanese","Ta-ku, Nosaj Thing, Teebs, Onra, Groundislava, Mndsgn, Daedelus, Mono/Poly, Letherette, Clams Casino"
13,Dub Narcotic Sound System,"indie, k records, indie rock, seen live, dub","Calvin Johnson & the Sons of the Soil, D+, Dub Narcotic Sound System Meets The Jon Spencer Blues Explosion, Kicking Giant, 764-HERO, Doug Martsch, Preston School of Industry, Sentridoh, Butter 08, Air Miami"
13,Jamila Woods,"rnb, soul, seen live, Hip-Hop, alternative","Solange, Ari Lennox, Lion Babe, Mereba, Ravyn Lenae, Brittany Howard, Shay Lia, Tank and the Bangas, Sudan Archives, BJ The Chicago Kid"
13,Jeff Parker,"jazz, free jazz, guitar, experimental, chicago","Makaya McCraven, Mary Halvorson, Jaimie Branch, Isotope 217, Hailu Mergia, Yussef Kamaal, Moses Boyd, Binker and Moses, Matana Roberts, Sun Ra"
13,Metal Fingers,"instrumental hip-hop, Hip-Hop, instrumental, mf doom, Jazz Hop","MF DOOM & MF Grimm, Viktor Vaughn, MF DOOM, King Geedorah, JJ DOOM, Madlib, DANGERDOOM, J Dilla, Madvillain, Knxwledge"
13,Metric,"indie, indie rock, female vocalists, Canadian, alternative","Emily Haines & The Soft Skeleton, Stars, Yeah Yeah Yeahs, The Joy Formidable, The Sounds, Rilo Kiley, Tegan and Sara, Mother Mother, Dragonette, Silversun Pickups"
13,Rita Lee,"mpb, rock, female vocalists, brazilian, brasil","Gal Costa, Elis Regina, Marina Lima, Os Mutantes, Marisa Monte, Ney Matogrosso, Cássia Eller, Maria Bethânia, Caetano Veloso, Gilberto Gil"
13,Scalene,"rock, hardcore, brazilian, post-hardcore, alternative rock","Supercombo, Gustavo Bertoni, Fresno, Far From Alaska, zimbra, Medulla, Esteban, Selvagens à Procura de Lei, Versalle, Plutão Já Foi Planeta"
13,The Chrysler,"swedish, seen live, electronic, electronica, indie","Moder Jords Massiva, Rigas, In Hours, Nathaniel Rateliff & the Nightsweats, David Sandström, Existensminimum, The Bear Quartet, Wondeful Life, Snowglobe, Isolation Years"
13,War,"funk, soul, black metal, classic rock, rock","The Meters, Ohio Players, Eric Burdon & WAR, Average White Band, Sly & The Family Stone, Brothers Johnson, James Brown, Commodores, Rick James, Mandrill"
12,Ana Frango elétrico,"indie pop, brazil, art pop, indie rock, chamber pop","YMA, Caroline Polachek, Brvnks, Cidade Dormitório, Itamar Assumpção, DUDA BEAT, Biltre, Zeca Veloso, (Sandy) Alex G, Sara Não Tem Nome"
12,Andrew Bird,"indie, singer-songwriter, folk, seen live, indie pop","Andrew Bird's Bowl of Fire, M. Ward, Fruit Bats, Kishi Bashi, Bowerbirds, Iron & Wine, The Decemberists, Beirut, The Tallest Man on Earth, Sufjan Stevens"
12,Anna Oxygen,"electronic, indie pop, female vocalists, indie, seen live","Tender Forever, I Am The World Trade Center, Nedelle, Best Friends Forever, Marine Research, Lovers, The Rondelles, The Crabs, Rose Melberg, The Whispertown 2000"
12,Blur,"britpop, rock, indie, alternative, british","Graham Coxon, Damon Albarn, The Good, the Bad & the Queen, Pulp, Gorillaz, Oasis, Supergrass, Suede, Elastica, The Stone Roses"
12,David Byrne & St. Vincent,"art rock, alternative, seen live, folk, singer-songwriter","St. Vincent, David Byrne, Sufjan Stevens, Anna Calvi, Andrew Bird, They Might Be Giants, Fiona Apple, PJ Harvey, Paul Simon, Beck"
12,Fredrika Stahl,"jazz, female vocalists, swedish, Smooth Jazz, Scandinavian Girls","Stacey Kent, Lisa Ekdahl, Robin McKelle, Brisa Roché, Nikki Yanofsky, Mélissa Laveaux, Jeanne Added, Elisa JO, Viktoria Tolstoy, Laura Fygi"
12,JARDS MACALÉ,"mpb, tropicalia, brazilian, experimental, brasil",
12,Miguel,"rnb, soul, r&b, Hip-Hop, seen live","DVSN, PARTYNEXTDOOR, Jeremih, Usher, Majid Jordan, Jhené Aiko, Trey Songz, Bryson Tiller, Lloyd, Drake"
12,Portishead,"trip-hop, electronic, female vocalists, chillout, trip hop","Massive Attack, Beth Gibbons & Rustin Man, Tricky, Lamb, Sneaker Pimps, Beth Gibbons, Hooverphonic, UNKLE, Morcheeba, Martina Topley-Bird"
12,Sharon Van Etten,"folk, seen live, singer-songwriter, female vocalists, indie folk","Angel Olsen, Big Thief, Jessica Pratt, Lucy Dacus, Phoebe Bridgers, Weyes Blood, Cat Power, Aldous Harding, Julien Baker, Jenny Lewis"
12,The Beatles,"classic rock, rock, british, 60s, pop","John Lennon, George Harrison, Paul McCartney, Paul McCartney & Wings, Ringo Starr, Wings, The Beach Boys, The Rolling Stones, Paul & Linda McCartney, The Zombies"
12,The Jimi Hendrix Experience,"classic rock, Psychedelic Rock, rock, blues, psychedelic","Jimi Hendrix, Cream, The Doors, Led Zeppelin, Jefferson Airplane, Big Brother & The Holding Company, The Rolling Stones, The Beatles, The Who, Spirit"
12,The Kills,"Garage Rock, indie, indie rock, alternative, rock","The Dead Weather, Blood Red Shoes, Black Rebel Motorcycle Club, Yeah Yeah Yeahs, The White Stripes, Jack White, Deap Vally, Band of Skulls, The Duke Spirit, The Raconteurs"
12,The Pixies,"alternative, indie, rock, alternative rock, indie rock","Frank Black, The Breeders, Sonic Youth, Pavement, Weezer, Dinosaur Jr., The Smashing Pumpkins, Hüsker Dü, Frank Black and the Catholics, Black Francis"
11,Angel Olsen,"folk, indie folk, Lo-Fi, female vocalists, seen live","Big Thief, Weyes Blood, Sharon Van Etten, Lucy Dacus, Aldous Harding, Fiona Apple, Bat for Lashes, St. Vincent, Joanna Newsom, Phoebe Bridgers"
11,Arab Strap,"indie, indie rock, post-rock, Scottish, slowcore","Malcolm Middleton, The Delgados, The Twilight Sad, Low, The Black Heart Procession, Codeine, Frightened Rabbit, The Wedding Present, Idlewild, Tindersticks"
11,Boogarins,"seen live, Psychedelic Rock, psychedelic, brazilian, brazil","Carne Doce, O Terno, Baleia, Tagore, Bike, Tim Bernardes, Cícero, Os Mutantes, Glue Trip, Marrakesh"
11,Ezra Collective,"jazz, seen live, london, england, indie","Nubya Garcia, Moses Boyd, Joe Armon-Jones, Alfa Mist, Kokoroko, Maisha, Theon Cross, Ruby Rushton, Yussef Kamaal, Shabaka Hutchings"
11,Foxygen,"psychedelic, Psychedelic Rock, psychedelic pop, indie pop, seen live","Pond, Mystic Braves, Unknown Mortal Orchestra, Mild High Club, Temples, Dumbo Gets Mad, Ariel Pink, of Montreal, The Holydrug Couple, Melody's Echo Chamber"
11,Kelly Hogan,"Alt-country, seen live, country, chicago, bloodshot records","Kelly Hogan & The Pine Valley Cosmonauts, Carolyn Mark, The Corn Sisters, Nora O'Connor, Neko Case and Her Boyfriends, Waco Brothers, Freakwater, The Pine Valley Cosmonauts, Sally Timms, The Meat Purveyors"
11,Minutemen,"punk, post-punk, hardcore punk, punk rock, hardcore","Hüsker Dü, Mission of Burma, fIREHOSE, Fugazi, Wire, Black Flag, Wipers, Minor Threat, Big Black, The Replacements"
11,Pat Methany & Brad Mehldau,"jazz, Fusion, piano, guitar, jazz fusion","Pat Metheny, Brad Mehldau, Pat Metheny Group, Charlie Haden & Pat Metheny, Yellowjackets, John Scofield, Keith Jarrett Trio, Brad Mehldau Trio, Michael Brecker, Bill Frisell"
11,"Ros Sereysothea, Sinn Sisamouth and Friends","psychedelic, cambodia, cambodian, khmer, The Balls","The Cambodian Space Project, Yol Aularong, Meas Samoun, Ros Sereysothea, Sinn Sisamouth, Houy Meas, Liev Tuk, Pan Ron, Khmer Jazz Fusion, Meas Samon"
11,The Arcade Fire,"indie, indie rock, alternative, Canadian, seen live","The National, Will Butler, MGMT, Vampire Weekend, The Killers, Interpol, Foals, The Strokes, Franz Ferdinand, The Shins"
11,The National,"seen live, indie rock, indie, alternative, rock","EL VY, Frightened Rabbit, Arcade Fire, Interpol, Editors, Vampire Weekend, Death Cab for Cutie, The War on Drugs, The Walkmen, Local Natives"
10,Blondie,"new wave, 80s, rock, female vocalists, pop","Deborah Harry, The Pretenders, The B-52's, The Go-Go's, Eurythmics, Elvis Costello & The Attractions, The Bangles, Cyndi Lauper, The Cars, The Human League"
10,Doves,"indie, indie rock, britpop, alternative, rock","The Charlatans, Elbow, Super Furry Animals, Turin Brakes, British Sea Power, Badly Drawn Boy, Ian Brown, Athlete, Starsailor, Ocean Colour Scene"
10,Frank Sinatra,"jazz, swing, oldies, vocal jazz, easy listening","Frank Sinatra & Count Basie, Dean Martin, Nat King Cole, Ella Fitzgerald, Sammy Davis, Jr., Bing Crosby, Tony Bennett, Bobby Darin, Fred Astaire, Louis Armstrong"
10,Holy Fuck,"experimental, electronic, seen live, post-rock, instrumental","Battles, The Octopus Project, Fuck Buttons, Dan Deacon, Do Make Say Think, Errors, Floating Points, Suuns, Liars, El Ten Eleven"
10,Inara George,"female vocalists, indie, singer-songwriter, indie pop, Mellow","The Bird and the Bee, Rachael Yamagata, Butterfly Boucher, Anya Marina, Get Set Go, Ingrid Michaelson, The Ditty Bops, Katie Herzig, Jenny Owen Youngs, Kate Earl"
10,Jarvis Cocker,"britpop, seen live, indie, singer-songwriter, british","Pulp, Suede, The Tears, Graham Coxon, Super Furry Animals, Blur, Supergrass, Brett Anderson, The Good, the Bad & the Queen, The La's"
10,Jessica Pratt,"folk, singer-songwriter, female vocalists, acoustic, seen live","Aldous Harding, Julia Jacklin, Cate le Bon, AdriAnne Lenker, Bill Callahan, Steve Gunn, Cass McCombs, Sharon Van Etten, Big Thief, Weyes Blood"
10,Keith Mansfield,"jazz, acid jazz, library music, Soundtrack, funk","Johnny Pearson, Syd Dale, Alan Hawkshaw, John Cameron, Alan Parker, Brian Bennett, Alan Moorhouse, Janko Nilovic, David Lindup, James Clarke"
10,Kings of Convenience,"indie, acoustic, norwegian, indie pop, Mellow","The Whitest Boy Alive, Erlend Øye, José González, Feist, Iron & Wine, Angus & Julia Stone, Oren Lavie, Belle and Sebastian, Beirut, Jack Johnson"
10,Letuce,"mpb, brazilian, indie, lounge, brasil","Letrux, Anelis Assumpção, Karina Buhr, Ava Rocha, Maria Beraldo, Tulipa Ruiz, Marina Lima, Céu, Luedji Luna, Alice Caymmi"
10,Luedji Luna,"seen live, mpb, brazilian, Bahia, female","Anelis Assumpção, Liniker e os Caramelows, Baiana System, Xênia França, Mahmundi, Céu, Mariana Aydar, Mc Tha, Serena Assumpção, As Bahias e a Cozinha Mineira"
10,Muse - 2001 - Origin Of Symmetry,"alternative rock, rock, alternative, Progressive rock, seen live","Franz Ferdinand, Kasabian, Nothing But Thieves, Radiohead, Placebo, Royal Blood, Coldplay, The Killers, 30 Seconds to Mars, Biffy Clyro"
10,Quicksilver Messenger Service,"Psychedelic Rock, psychedelic, classic rock, 60s, rock","Country Joe & The Fish, Moby Grape, Traffic, Iron Butterfly, Spirit, Jefferson Airplane, Vanilla Fudge, The Youngbloods, Ultimate Spinach, It's A Beautiful Day"
10,Replacements,"alternative, punk, post-punk, rock, alternative rock","Paul Westerberg, Hüsker Dü, Mission of Burma, Minutemen, Sugar, X, Wipers, Pavement, Superchunk, The Gun Club"
10,Rio 65 Trio,"Bossa Nova, jazz, samba-jazz, brazilian, brazil","Roberto Menescal E Seu Conjunto, Meirelles E Os Copa 5, Pery Ribeiro, Lúcio Alves, Milton Banana, Johnny Alf, Os Gatos, Claudette Soares, Fogueira Tres, Leny Andrade"
10,Thurston Moore,"experimental, noise, seen live, indie, alternative","Lee Ranaldo, Sonic Youth, Chelsea Light Moving, Free Kitten, Ciccone Youth, Sebadoh, Body/Head, Dinosaur Jr., Stephen Malkmus and the Jicks, The Breeders"
9,Arrigo Barnabé,"experimental, psychedelic, Avant-Garde, brazilian, brasil","Itamar Assumpção, Walter Franco, JARDS MACALÉ, Hermeto Pascoal, Tetê Espíndola, Tom Zé, Arnaldo Baptista, O Terço, Som Imaginário, Os Mutantes"
9,Beachwood Sparks,"Alt-country, indie, indie pop, California, psychedelic","Plumtree, Giant Sand, The Jayhawks, Badly Drawn Boy, Gene Clark, Uncle Tupelo, The Flying Burrito Brothers, Wilco, Lambchop, Loose Fur"
9,Death from Above 1979,"indie, indie rock, rock, alternative, Canadian","Blood Red Shoes, Band of Skulls, The Rapture, The Vines, Silversun Pickups, Japandroids, The Hives, We Are Scientists, Tokyo Police Club, METZ"
9,Hiroshima,"jazz, Smooth Jazz, jazz fusion, heavy metal, world","Kool&Klean, Russ Freeman, 3rd Force, Jeff Lorber, Jonathan Butler, Rippingtons, Special EFX, Richard Elliot, Spyro Gyra, Norman Brown"
9,Jaco Pastorius,"jazz, bass, Fusion, jazz fusion, funk","Weather Report, Victor Wooten, Marcus Miller, Stanley Clarke, Return to Forever, Chick Corea, Herbie Hancock, Pat Metheny, The Brecker Brothers, Billy Cobham"
9,Joy Division,"post-punk, new wave, 80s, alternative, indie","New Order, The Smiths, The Cure, Echo & the Bunnymen, Bauhaus, Warsaw, The Sound, Siouxsie and the Banshees, Gang of Four, The Chameleons"
9,Kelsey Lu,"experimental, alternative, art pop, seen live, indie","Kelela, LAFAWNDAH, SPELLLING, Caroline Polachek, Weyes Blood, Sudan Archives, Jenny Hval, Holly Herndon, Anohni, Jai Paul"
